id,designation,short,names,aliases,tags,type,type_label,code,constellation,ra_deg,dec_deg,major_arcmin,minor_arcmin,v_mag,sb,sb_basis,messier,caldwell,plannable,why_not,source
ngc2374,NGC 2374,NGC 2374,,mwsc1206,,open-cluster,Open cluster,OCl,Canis Major,110.98363,-13.26336,9.00,,8.00,21.40,derived,,,1,,NGC2374
ngc2380,NGC 2380 · NGC 2382,NGC 2380,,ngc2382|eso492-12|pgc20916,,galaxy,Lenticular galaxy,G,Canis Major,110.97813,-27.52906,2.52,2.40,11.12,21.89,leda,,,1,,NGC2380
ngc2383,NGC 2383,NGC 2383,,mwsc1213,,open-cluster,Open cluster,OCl,Canis Major,111.16625,-20.94764,4.20,,8.40,20.14,derived,,,1,,NGC2383
ngc2384,NGC 2384,NGC 2384,,mwsc1216,,open-cluster,Open cluster,OCl,Canis Major,111.29096,-21.01986,4.80,,7.40,19.43,derived,,,1,,NGC2384
ngc2392,NGC 2392 · C 39,NGC 2392,Eskimo Nebula|Clown Face Nebula,c39,,planetary-nebula,Planetary nebula,PN,Gemini,112.29483,20.91183,0.86,,9.61,17.91,derived,,39,1,,NGC2392
ngc2395,NGC 2395,NGC 2395,,mwsc1228,,open-cluster,Open cluster,OCl,Gemini,111.80354,13.60819,4.62,,8.00,19.95,derived,,,1,,NGC2395
ngc2396,NGC 2396,NGC 2396,,mwsc1232,,open-cluster,Open cluster,OCl,Puppis,112.01217,-11.71967,6.60,,7.40,20.13,derived,,,1,,NGC2396
ngc2397,NGC 2397,NGC 2397,,eso58-30|pgc20766,,galaxy,Spiral galaxy,G,Volans,110.33325,-69.00147,2.51,0.76,11.97,21.89,leda,,,1,,NGC2397
ngc2403,NGC 2403 · C 7,NGC 2403,,c7|pgc21396|ugc3918,,galaxy,Spiral galaxy,G,Camelopardalis,114.21417,65.60256,19.95,10.07,8.43,23.08,leda,,7,1,,NGC2403
ngc2414,NGC 2414,NGC 2414,,mwsc1263,,open-cluster,Open cluster,OCl,Puppis,113.30333,-15.45386,5.40,,7.90,20.19,derived,,,1,,NGC2414
ngc2419,NGC 2419 · C 25,NGC 2419,,c25|mwsc1290,,globular-cluster,Globular cluster,GCl,Lynx,114.53312,38.87997,4.50,,10.05,21.94,derived,,25,1,,NGC2419
ngc2420,NGC 2420,NGC 2420,,mwsc1292,,open-cluster,Open cluster,OCl,Gemini,114.59958,21.57408,7.50,,8.30,21.30,derived,,,1,,NGC2420
ngc2421,NGC 2421,NGC 2421,,mwsc1277,,open-cluster,Open cluster,OCl,Puppis,114.04921,-20.61225,5.10,,8.30,20.47,derived,,,1,,NGC2421
ngc2423,NGC 2423,NGC 2423,,mwsc1283,,open-cluster,Open cluster,OCl,Puppis,114.27804,-13.87150,11.70,,6.70,20.67,derived,,,1,,NGC2423
ngc2427,NGC 2427,NGC 2427,,eso208-27|pgc21375,,galaxy,Spiral galaxy,G,Puppis,114.11742,-47.63556,5.74,2.46,11.48,23.28,leda,,,1,,NGC2427
ngc2434,NGC 2434,NGC 2434,,eso59-5|pgc21325,,galaxy,Elliptical galaxy,G,Volans,113.71317,-69.28414,2.69,2.20,11.34,22.35,leda,,,1,,NGC2434
ngc2438,NGC 2438,NGC 2438,,,,planetary-nebula,Planetary nebula,PN,Puppis,115.45996,-14.73578,1.07,,10.80,19.58,derived,,,1,,NGC2438
ngc2439,NGC 2439,NGC 2439,,mwsc1306,,open-cluster,Open cluster,OCl,Puppis,115.18921,-31.69242,8.70,,6.90,20.23,derived,,,1,,NGC2439
ngc2440,NGC 2440,NGC 2440,,eso560-9,,planetary-nebula,Planetary nebula,PN,Puppis,115.48067,-18.20847,0.27,,9.40,15.19,derived,,,1,,NGC2440
ngc2442,NGC 2442 · NGC 2443,NGC 2442,,ngc2443|eso59-8|pgc21373,,galaxy,Spiral galaxy,G,Volans,114.09933,-69.53083,4.68,3.09,10.63,22.40,leda,,,1,,NGC2442
ngc2452,NGC 2452,NGC 2452,,eso493-11,,planetary-nebula,Planetary nebula,PN,Puppis,116.85987,-27.33400,0.32,,12.00,18.15,derived,,,1,,NGC2452
ngc2453,NGC 2453,NGC 2453,,mwsc1340,,open-cluster,Open cluster,OCl,Puppis,116.89221,-27.19481,3.00,,8.30,19.31,derived,,,1,,NGC2453
ngc2467,NGC 2467 · Sh2-311,NGC 2467,,lbn1065|mwsc1367|sh2-311,,cluster-nebula,Cluster with nebula,Cl+N,Puppis,118.09763,-26.44333,15.00,15.00,,22.50,typical,,,1,,NGC2467
ngc2477,NGC 2477 · C 71,NGC 2477,,c71|mwsc1363,,open-cluster,Open cluster,OCl,Puppis,118.04075,-38.53325,18.60,,5.80,20.78,derived,,71,1,,NGC2477
ngc2482,NGC 2482,NGC 2482,,mwsc1382,,open-cluster,Open cluster,OCl,Puppis,118.79321,-24.25464,6.60,,7.30,20.03,derived,,,1,,NGC2482
ngc2483,NGC 2483,NGC 2483,,mwsc1383,,open-cluster,Open cluster,OCl,Puppis,118.91163,-27.88683,3.30,,7.60,18.82,derived,,,1,,NGC2483
ngc2489,NGC 2489,NGC 2489,,mwsc1386,,open-cluster,Open cluster,OCl,Puppis,119.06225,-30.06083,4.20,,7.90,19.64,derived,,,1,,NGC2489
ngc2500,NGC 2500,NGC 2500,,pgc22525|ugc4165,,galaxy,Spiral galaxy,G,Lynx,120.47171,50.73711,2.47,2.34,11.65,22.31,leda,,,1,,NGC2500
ngc2506,NGC 2506 · C 54,NGC 2506,,c54|mwsc1406,,open-cluster,Open cluster,OCl,Monoceros,120.00742,-10.76964,10.80,,7.60,21.40,derived,,54,1,,NGC2506
ngc2516,NGC 2516 · C 96,NGC 2516,,c96|mwsc1393,,open-cluster,Open cluster,OCl,Carina,119.52942,-60.75347,24.30,,3.80,19.36,derived,,96,1,,NGC2516
ngc2520,NGC 2520 · NGC 2527,NGC 2520,,ngc2527|mwsc1428,,open-cluster,Open cluster,OCl,Puppis,121.24242,-28.14667,9.30,,6.50,19.97,derived,,,1,,NGC2520
ngc2523,NGC 2523,NGC 2523,,pgc23128|ugc4271,,galaxy,Spiral galaxy,G,Camelopardalis,123.75038,73.57897,2.79,1.78,11.90,22.51,leda,,,1,,NGC2523
ngc2525,NGC 2525,NGC 2525,,pgc22721|ugca135,,galaxy,Spiral galaxy,G,Puppis,121.40850,-11.42703,3.08,2.17,11.47,22.36,leda,,,1,,NGC2525
ngc2533,NGC 2533,NGC 2533,,mwsc1432,,open-cluster,Open cluster,OCl,Puppis,121.76708,-29.88386,4.98,,7.60,19.71,derived,,,1,,NGC2533
ngc2537,NGC 2537,NGC 2537,Bear Claw Nebula|Bear-Paw Galaxy,pgc23040|ugc4274,,galaxy,Irregular galaxy,G,Lynx,123.31100,45.98981,2.07,1.96,11.71,21.98,leda,,,1,,NGC2537
ngc2539,NGC 2539,NGC 2539,,mwsc1439,,open-cluster,Open cluster,OCl,Puppis,122.65408,-12.82067,12.30,,6.50,20.58,derived,,,1,,NGC2539
ngc2541,NGC 2541,NGC 2541,,pgc23110|ugc4284,,galaxy,Spiral galaxy,G,Lynx,123.66717,49.06172,3.02,1.60,11.70,22.30,leda,,,1,,NGC2541
ngc2546,NGC 2546,NGC 2546,,mwsc1447,,open-cluster,Open cluster,OCl,Puppis,123.06512,-37.59431,16.50,,6.30,21.02,derived,,,1,,NGC2546
ngc2547,NGC 2547,NGC 2547,,mwsc1437,,open-cluster,Open cluster,OCl,Vela,122.53954,-49.20567,7.80,,4.70,17.79,derived,,,1,,NGC2547
ngc2549,NGC 2549,NGC 2549,,pgc23313|ugc4313,,galaxy,Lenticular galaxy,G,Lynx,124.74313,57.80306,3.63,0.92,11.14,22.58,leda,,,1,,NGC2549
ngc2559,NGC 2559,NGC 2559,,eso494-41|pgc23222|ugca136,,galaxy,Spiral galaxy,G,Puppis,124.27529,-27.45583,2.81,1.34,11.33,21.89,leda,,,1,,NGC2559
ngc2566,NGC 2566,NGC 2566,,eso495-3|pgc23303|ugca138,,galaxy,Spiral galaxy,G,Puppis,124.69025,-25.49953,3.98,2.75,10.81,22.32,leda,,,1,,NGC2566
ngc2567,NGC 2567,NGC 2567,,mwsc1467,,open-cluster,Open cluster,OCl,Puppis,124.64658,-30.63561,6.00,,7.40,19.92,derived,,,1,,NGC2567
ngc2571,NGC 2571,NGC 2571,,mwsc1469,,open-cluster,Open cluster,OCl,Puppis,124.73479,-29.74928,7.20,,7.00,19.92,derived,,,1,,NGC2571
ngc2579,NGC 2579,NGC 2579,,eso370-8|mwsc1474,,cluster-nebula,Cluster with nebula,Cl+N,Puppis,125.22108,-36.21714,3.30,,,22.50,typical,,,1,,NGC2579
ngc2610,NGC 2610,NGC 2610,,,,planetary-nebula,Planetary nebula,PN,Hydra,128.34750,-16.14944,0.63,,12.70,20.33,derived,,,1,,NGC2610
ngc2612,NGC 2612,NGC 2612,,pgc24028,,galaxy,Elliptical galaxy,G,Hydra,128.45875,-13.17453,2.60,0.80,11.96,23.26,leda,,,1,,NGC2612
ngc2613,NGC 2613,NGC 2613,,eso495-18|pgc23997|ugca141,,galaxy,Spiral galaxy,G,Pyxis,128.34517,-22.97367,7.62,1.79,10.38,22.55,leda,,,1,,NGC2613
ngc2626,NGC 2626,NGC 2626,,,,reflection-nebula,Reflection nebula,RfN,Vela,128.87033,-40.66833,5.00,5.00,,22.50,typical,,,1,,NGC2626
ngc2627,NGC 2627,NGC 2627,,eso431-20|mwsc1514,,open-cluster,Open cluster,OCl,Pyxis,129.31225,-29.95042,5.40,,8.40,20.69,derived,,,1,,NGC2627
ngc2640,NGC 2640,NGC 2640,,eso165-2|pgc24229,,galaxy,Elliptical galaxy,G,Carina,129.35258,-55.12375,4.67,4.00,11.02,23.12,leda,,,1,,NGC2640
ngc2645,NGC 2645,NGC 2645,,eso259-14|mwsc1520,,open-cluster,Open cluster,OCl,Vela,129.76300,-46.22731,6.60,,7.32,20.05,derived,,,1,,NGC2645
ngc2648,NGC 2648,NGC 2648,,pgc24464|ugc4541,,galaxy,Spiral galaxy,G,Cancer,130.66583,14.28561,3.15,1.08,11.88,22.63,leda,,,1,,NGC2648
ngc2654,NGC 2654,NGC 2654,,pgc24784|ugc4605,,galaxy,Spiral galaxy,G,Ursa Major,132.29946,60.22111,4.45,0.89,11.69,22.81,leda,,,1,,NGC2654
ngc2655,NGC 2655,NGC 2655,,pgc25069|ugc4637,,galaxy,Lenticular galaxy,G,Camelopardalis,133.90721,78.22308,3.93,2.06,10.39,21.92,leda,,,1,,NGC2655
ngc2659,NGC 2659,NGC 2659,,mwsc1538,,open-cluster,Open cluster,OCl,Vela,130.63758,-45.00053,5.10,,8.60,20.77,derived,,,1,,NGC2659
ngc2660,NGC 2660,NGC 2660,,mwsc1539,,open-cluster,Open cluster,OCl,Vela,130.65829,-47.20067,3.60,,8.80,20.21,derived,,,1,,NGC2660
ngc2663,NGC 2663,NGC 2663,,eso371-14|pgc24590,,galaxy,Elliptical galaxy,G,Pyxis,131.28437,-33.79475,3.90,2.75,10.93,22.75,leda,,,1,,NGC2663
ngc2665,NGC 2665,NGC 2665,,eso563-19|pgc24634|ugca144,,galaxy,Spiral galaxy,G,Hydra,131.50413,-19.30289,2.00,1.72,11.63,21.97,leda,,,1,,NGC2665
ngc2669,NGC 2669,NGC 2669,,mwsc1561,,open-cluster,Open cluster,OCl,Vela,131.59404,-52.94753,8.40,,6.10,19.35,derived,,,1,,NGC2669
ngc2670,NGC 2670,NGC 2670,,mwsc1554,,open-cluster,Open cluster,OCl,Vela,131.37283,-48.79164,4.20,,7.80,19.54,derived,,,1,,NGC2670
ngc2672,NGC 2672,NGC 2672,,pgc24790|ugc4619,,galaxy,Elliptical galaxy,G,Cancer,132.34121,19.07497,3.20,2.87,11.64,23.03,leda,,,1,,NGC2672
ngc2681,NGC 2681,NGC 2681,,pgc24961|ugc4645,,galaxy,Lenticular galaxy,G,Ursa Major,133.38642,51.31367,3.97,3.97,10.25,21.98,leda,,,1,,NGC2681
ngc2683,NGC 2683,NGC 2683,,pgc24930|ugc4641,,galaxy,Spiral galaxy,G,Lynx,133.17221,33.42175,9.48,2.70,9.69,22.46,leda,,,1,,NGC2683
ngc2685,NGC 2685,NGC 2685,Helix Galaxy,pgc25065|ugc4666,,galaxy,Lenticular galaxy,G,Ursa Major,133.89462,58.73439,4.33,2.31,11.35,23.22,leda,,,1,,NGC2685
ngc2693,NGC 2693,NGC 2693,,pgc25144|ugc4674,,galaxy,Elliptical galaxy,G,Ursa Major,134.24696,51.34744,2.00,1.37,11.86,22.21,leda,,,1,,NGC2693
ngc2708,NGC 2708 · NGC 2727,NGC 2708,,ngc2727|pgc25097,,galaxy,Spiral galaxy,G,Hydra,134.03354,-3.36011,2.93,1.06,11.96,22.33,leda,,,1,,NGC2708
ngc2713,NGC 2713,NGC 2713,,pgc25161|ugc4691,,galaxy,Spiral galaxy,G,Hydra,134.33546,2.92131,3.37,1.15,11.82,22.51,leda,,,1,,NGC2713
ngc2715,NGC 2715,NGC 2715,,pgc25676|ugc4759,,galaxy,Spiral galaxy,G,Camelopardalis,137.02583,78.08517,4.20,1.41,11.49,22.45,leda,,,1,,NGC2715
ngc2736,NGC 2736,NGC 2736,Pencil Nebula,,,emission-nebula,HII region,HII,Vela,135.07058,-45.94806,30.00,7.00,,22.50,typical,,,1,,NGC2736
ngc2742,NGC 2742,NGC 2742,,pgc25640|ugc4779,,galaxy,Spiral galaxy,G,Ursa Major,136.88971,60.47933,2.86,1.49,11.49,21.97,leda,,,1,,NGC2742
ngc2748,NGC 2748,NGC 2748,,pgc26018|ugc4825,,galaxy,Spiral galaxy,G,Camelopardalis,138.42925,76.47533,2.60,1.11,11.68,21.84,leda,,,1,,NGC2748
ngc2768,NGC 2768,NGC 2768,,pgc25915|ugc4821,,galaxy,Elliptical galaxy,G,Ursa Major,137.90625,60.03722,5.64,2.24,9.87,22.43,leda,,,1,,NGC2768
ngc2775,NGC 2775 · C 48,NGC 2775,,c48|pgc25861|ugc4820,,galaxy,Spiral galaxy,G,Cancer,137.58383,7.03794,4.25,3.36,10.24,21.98,leda,,48,1,,NGC2775
ngc2776,NGC 2776,NGC 2776,,pgc25946|ugc4838,,galaxy,Spiral galaxy,G,Lynx,138.06046,44.95483,2.14,0.91,11.68,21.37,leda,,,1,,NGC2776
ngc2781,NGC 2781,NGC 2781,,pgc25907,,galaxy,Lenticular galaxy,G,Hydra,137.86467,-14.81683,2.52,1.26,11.57,22.26,leda,,,1,,NGC2781
ngc2782,NGC 2782,NGC 2782,,pgc26034|ugc4862,,galaxy,Spiral galaxy,G,Lynx,138.52129,40.11369,3.25,2.41,11.57,22.72,leda,,,1,,NGC2782
ngc2784,NGC 2784,NGC 2784,,eso497-23|pgc25950|ugca152,,galaxy,Lenticular galaxy,G,Hydra,138.08125,-24.17261,4.82,1.85,10.10,22.20,leda,,,1,,NGC2784
ngc2787,NGC 2787,NGC 2787,,pgc26341|ugc4914,,galaxy,Lenticular galaxy,G,Ursa Major,139.82750,69.20325,3.24,1.81,11.25,22.49,leda,,,1,,NGC2787
ngc2805,NGC 2805,NGC 2805,,pgc26410|ugc4936,,galaxy,Spiral galaxy,G,Ursa Major,140.08504,64.10278,3.39,2.76,11.22,22.43,leda,,,1,,NGC2805
ngc2808,NGC 2808,NGC 2808,,mwsc1636,,globular-cluster,Globular cluster,GCl,Carina,138.01058,-64.86283,9.00,,5.69,19.09,derived,,,1,,NGC2808
ngc2811,NGC 2811,NGC 2811,,pgc26151|ugca155,,galaxy,Spiral galaxy,G,Hydra,139.04629,-16.31272,3.05,1.03,11.45,22.13,leda,,,1,,NGC2811
ngc2815,NGC 2815,NGC 2815,,eso497-32|pgc26157|ugca156,,galaxy,Spiral galaxy,G,Hydra,139.08229,-23.63325,3.51,1.41,11.86,22.70,leda,,,1,,NGC2815
ngc2818,NGC 2818,NGC 2818,,eso372-13,,planetary-nebula,Planetary nebula,PN,Pyxis,139.00625,-36.62694,0.83,,11.60,19.82,derived,,,1,,NGC2818
ngc2818a,NGC 2818A,NGC 2818A,,mwsc1644,,cluster-nebula,Cluster with nebula,Cl+N,Pyxis,139.02554,-36.62692,6.90,,,22.50,typical,,,1,,NGC2818A
ngc2822,NGC 2822,NGC 2822,,eso61-4|pgc26026,,galaxy,Elliptical galaxy,G,Carina,138.45717,-69.64483,3.96,2.72,10.67,22.44,leda,,,1,,NGC2822
ngc2832,NGC 2832,NGC 2832,,pgc26377|ugc4942,,galaxy,Elliptical galaxy,G,Lynx,139.94525,33.74975,3.20,2.07,11.79,23.16,leda,,,1,,NGC2832
ngc2835,NGC 2835,NGC 2835,,eso564-35|pgc26259|ugca157,,galaxy,Spiral galaxy,G,Hydra,139.47046,-22.35467,6.43,3.72,10.64,22.97,leda,,,1,,NGC2835
ngc2841,NGC 2841,NGC 2841,,pgc26512|ugc4966,,galaxy,Spiral galaxy,G,Ursa Major,140.51096,50.97653,6.90,3.31,9.31,21.73,leda,,,1,,NGC2841
ngc2855,NGC 2855,NGC 2855,,pgc26483|ugca161,,galaxy,Lenticular galaxy,G,Hydra,140.36454,-11.90950,3.45,1.85,11.65,22.94,leda,,,1,,NGC2855
ngc2859,NGC 2859,NGC 2859,,pgc26649|ugc5001,,galaxy,Lenticular galaxy,G,Leo Minor,141.07721,34.51350,3.19,2.78,10.94,22.18,leda,,,1,,NGC2859
ngc2865,NGC 2865,NGC 2865,,eso498-1|pgc26601,,galaxy,Elliptical galaxy,G,Hydra,140.87587,-23.16144,2.44,2.03,11.48,22.28,leda,,,1,,NGC2865
ngc2867,NGC 2867 · C 90,NGC 2867,,c90|eso126-8,,planetary-nebula,Planetary nebula,PN,Carina,140.35404,-58.31167,0.23,,9.70,15.14,derived,,90,1,,NGC2867
ngc2880,NGC 2880,NGC 2880,,pgc26939|ugc5051,,galaxy,Elliptical galaxy,G,Ursa Major,142.39400,62.49056,2.33,1.40,11.61,22.16,leda,,,1,,NGC2880
ngc2887,NGC 2887,NGC 2887,,eso91-9|pgc26592,,galaxy,Elliptical galaxy,G,Carina,140.85021,-63.81256,2.55,1.63,11.66,22.42,leda,,,1,,NGC2887
ngc2899,NGC 2899,NGC 2899,,eso166-13,,planetary-nebula,Planetary nebula,PN,Vela,141.76233,-56.10603,1.50,,11.80,21.31,derived,,,1,,NGC2899
ngc2903,NGC 2903 · NGC 2905,NGC 2903,,ngc2905|pgc27077|ugc5079,,galaxy,Spiral galaxy,G,Leo,143.04212,21.50083,11.94,5.28,8.91,22.40,leda,,,1,,NGC2903
ngc2907,NGC 2907,NGC 2907,,pgc27048,,galaxy,Spiral galaxy,G,Hydra,142.90300,-16.73467,2.82,2.06,11.63,22.47,leda,,,1,,NGC2907
ngc2910,NGC 2910,NGC 2910,,mwsc1679,,open-cluster,Open cluster,OCl,Vela,142.62092,-52.91400,4.80,,7.20,19.23,derived,,,1,,NGC2910
ngc2911,NGC 2911,NGC 2911,,pgc27159|ugc5092,,galaxy,Lenticular galaxy,G,Leo,143.44213,10.15244,3.46,2.13,11.81,23.23,leda,,,1,,NGC2911
ngc2925,NGC 2925,NGC 2925,,mwsc1686,,open-cluster,Open cluster,OCl,Vela,143.29550,-53.39597,7.50,,8.30,21.30,derived,,,1,,NGC2925
ngc2935,NGC 2935,NGC 2935,,eso565-23|pgc27351|ugca169,,galaxy,Spiral galaxy,G,Hydra,144.18687,-21.12814,4.21,3.16,11.19,22.84,leda,,,1,,NGC2935
ngc2950,NGC 2950,NGC 2950,,pgc27765|ugc5176,,galaxy,Lenticular galaxy,G,Ursa Major,145.64646,58.85128,2.62,1.65,11.03,21.84,leda,,,1,,NGC2950
ngc2962,NGC 2962,NGC 2962,,pgc27635|ugc5167,,galaxy,Lenticular galaxy,G,Hydra,145.22471,5.16581,2.31,1.16,11.88,22.38,leda,,,1,,NGC2962
ngc2964,NGC 2964,NGC 2964,,pgc27777|ugc5183,,galaxy,Spiral galaxy,G,Leo,145.72596,31.84739,2.92,2.18,11.37,22.21,leda,,,1,,NGC2964
ngc2967,NGC 2967,NGC 2967,,pgc27723|ugc5180,,galaxy,Spiral galaxy,G,Sextans,145.51371,0.33644,2.14,2.01,11.61,21.95,leda,,,1,,NGC2967
ngc2968,NGC 2968,NGC 2968,,pgc27800|ugc5190,,galaxy,Spiral galaxy,G,Leo,145.80004,31.92869,2.48,1.63,11.73,22.26,leda,,,1,,NGC2968
ngc2974,NGC 2974 · NGC 2652,NGC 2974,,ngc2652|pgc27762|ugca172,,galaxy,Elliptical galaxy,G,Sextans,145.63867,-3.69914,3.48,2.13,10.89,22.43,leda,,,1,,NGC2974
ngc2976,NGC 2976,NGC 2976,,pgc28120|ugc5221,,galaxy,Spiral galaxy,G,Ursa Major,146.81442,67.91639,5.77,3.01,10.16,22.16,leda,,,1,,NGC2976
ngc2983,NGC 2983,NGC 2983,,eso566-3|pgc27840|ugca176,,galaxy,Lenticular galaxy,G,Hydra,145.92125,-20.47719,2.37,1.16,11.87,22.43,leda,,,1,,NGC2983
ngc2985,NGC 2985,NGC 2985,,pgc28316|ugc5253,,galaxy,Spiral galaxy,G,Ursa Major,147.59263,72.27864,3.61,2.92,10.51,21.90,leda,,,1,,NGC2985
ngc2986,NGC 2986,NGC 2986,,eso566-5|pgc27885|ugca178,,galaxy,Elliptical galaxy,G,Hydra,146.06683,-21.27800,4.81,3.85,10.64,22.91,leda,,,1,,NGC2986
ngc2997,NGC 2997,NGC 2997,,eso434-35|pgc27978|ugca181,,galaxy,Spiral galaxy,G,Antlia,146.41163,-31.19108,10.26,6.21,9.41,22.79,leda,,,1,,NGC2997
ngc3001,NGC 3001,NGC 3001,,eso434-38|pgc28027|ugca183,,galaxy,Spiral galaxy,G,Antlia,146.57775,-30.43747,3.02,2.26,11.57,22.49,leda,,,1,,NGC3001
ngc3003,NGC 3003,NGC 3003,,pgc28186|ugc5251,,galaxy,Spiral galaxy,G,Leo Minor,147.15021,33.42150,4.74,1.06,11.78,22.75,leda,,,1,,NGC3003
ngc3027,NGC 3027,NGC 3027,,pgc28636|ugc5316,,galaxy,Spiral galaxy,G,Ursa Major,148.91917,72.20356,3.35,1.27,11.76,22.31,leda,,,1,,NGC3027
ngc3033,NGC 3033,NGC 3033,,mwsc1715,,open-cluster,Open cluster,OCl,Vela,147.14600,-56.43006,4.80,,8.80,20.83,derived,,,1,,NGC3033
ngc3038,NGC 3038,NGC 3038,,eso374-2|pgc28376,,galaxy,Spiral galaxy,G,Antlia,147.81438,-32.75256,2.80,1.69,11.69,22.31,leda,,,1,,NGC3038
ngc3041,NGC 3041,NGC 3041,,pgc28485|ugc5303,,galaxy,Spiral galaxy,G,Leo,148.27975,16.67767,3.22,2.07,11.55,22.46,leda,,,1,,NGC3041
ngc3044,NGC 3044,NGC 3044,,pgc28517|ugc5311,,galaxy,Spiral galaxy,G,Sextans,148.42033,1.57964,4.20,0.70,11.94,22.35,leda,,,1,,NGC3044
ngc3051,NGC 3051 · NGC 3046,NGC 3051,,ngc3046|eso499-16|pgc28536,,galaxy,Elliptical galaxy,G,Antlia,148.49433,-27.28633,2.20,1.39,11.94,22.40,leda,,,1,,NGC3051
ngc3054,NGC 3054,NGC 3054,,eso499-18|pgc28571|ugca187,,galaxy,Spiral galaxy,G,Hydra,148.61917,-25.70344,3.56,2.18,11.48,22.62,leda,,,1,,NGC3054
ngc3056,NGC 3056,NGC 3056,,eso435-7|pgc28576,,galaxy,Lenticular galaxy,G,Antlia,148.63700,-28.29819,2.26,1.39,11.70,22.17,leda,,,1,,NGC3056
ngc3059,NGC 3059,NGC 3059,,eso37-7|pgc28298,,galaxy,Spiral galaxy,G,Carina,147.53400,-73.92219,3.80,3.56,11.30,22.88,leda,,,1,,NGC3059
ngc3077,NGC 3077,NGC 3077,,pgc29146|ugc5398,,galaxy,Galaxy,G,Ursa Major,150.82946,68.73392,5.21,4.32,9.88,22.05,leda,,,1,,NGC3077
ngc3078,NGC 3078,NGC 3078,,eso499-27|pgc28806,,galaxy,Elliptical galaxy,G,Hydra,149.60254,-26.92667,3.04,2.48,11.16,22.43,leda,,,1,,NGC3078
ngc3079,NGC 3079,NGC 3079,,pgc29050|ugc5387,,galaxy,Spiral galaxy,G,Ursa Major,150.49083,55.67978,8.18,1.29,10.71,22.47,leda,,,1,,NGC3079
ngc3081,NGC 3081 · IC 2529,NGC 3081,,ic2529|eso499-31|pgc28876,,galaxy,Lenticular galaxy,G,Hydra,149.87308,-22.82628,2.67,1.59,11.99,22.72,leda,,,1,,NGC3081
ngc3087,NGC 3087,NGC 3087,,eso374-15|pgc28845,,galaxy,Elliptical galaxy,G,Antlia,149.78608,-34.22522,2.28,2.02,11.43,22.11,leda,,,1,,NGC3087
ngc3091,NGC 3091,NGC 3091,,eso566-41|pgc28927,,galaxy,Elliptical galaxy,G,Hydra,150.05954,-19.63697,3.69,2.18,11.00,22.67,leda,,,1,,NGC3091
ngc3095,NGC 3095,NGC 3095,,eso435-26|pgc28919|ugca192,,galaxy,Spiral galaxy,G,Antlia,150.02429,-31.55286,3.61,1.81,11.63,22.58,leda,,,1,,NGC3095
ngc3098,NGC 3098,NGC 3098,,pgc29067|ugc5397,,galaxy,Lenticular galaxy,G,Leo,150.56954,24.71108,2.33,0.50,11.96,22.42,leda,,,1,,NGC3098
ngc3100,NGC 3100 · NGC 3103,NGC 3100,,ngc3103|eso435-30|pgc28960,,galaxy,Lenticular galaxy,G,Antlia,150.17017,-31.66453,3.56,2.48,11.37,22.86,leda,,,1,,NGC3100
ngc3108,NGC 3108,NGC 3108,,eso435-32|pgc29076,,galaxy,Lenticular galaxy,G,Antlia,150.62096,-31.67742,2.54,2.22,11.85,22.60,leda,,,1,,NGC3108
ngc3109,NGC 3109,NGC 3109,,eso499-36|pgc29128|ugca194,,galaxy,Irregular galaxy,G,Hydra,150.77867,-26.15958,16.00,2.74,9.94,23.14,leda,,,1,,NGC3109
ngc3114,NGC 3114,NGC 3114,,mwsc1749,,open-cluster,Open cluster,OCl,Carina,150.62321,-60.13053,12.30,,4.20,18.28,derived,,,1,,NGC3114
ngc3115,NGC 3115 · C 53,NGC 3115,Spindle Galaxy,c53|pgc29265|ugca199,,galaxy,Elliptical galaxy,G,Sextans,151.30825,-7.71858,7.10,3.01,9.09,22.03,leda,,53,1,,NGC3115
ngc3132,NGC 3132 · C 74,NGC 3132,Eight-Burst Nebula|Southern Ring Nebula,c74|eso316-27,,planetary-nebula,Planetary nebula,PN,Vela,151.75721,-40.43658,0.50,,9.20,16.32,derived,,74,1,,NGC3132
ngc3136,NGC 3136,NGC 3136,,eso92-8|pgc29311,,galaxy,Elliptical galaxy,G,Carina,151.45067,-67.37797,4.20,2.94,10.67,22.63,leda,,,1,,NGC3136
ngc3137,NGC 3137,NGC 3137,,eso435-47|pgc29530|ugca203,,galaxy,Spiral galaxy,G,Antlia,152.28117,-29.06431,5.57,3.85,11.57,23.73,leda,,,1,,NGC3137
ngc3145,NGC 3145,NGC 3145,,pgc29591,,galaxy,Spiral galaxy,G,Hydra,152.54112,-12.43378,2.87,1.37,12.00,22.46,leda,,,1,,NGC3145
ngc3147,NGC 3147,NGC 3147,,pgc30019|ugc5532,,galaxy,Spiral galaxy,G,Draco,154.22354,73.40075,4.11,3.55,10.69,22.38,leda,,,1,,NGC3147
ngc3158,NGC 3158,NGC 3158,,pgc29822|ugc5511,,galaxy,Elliptical galaxy,G,Leo Minor,153.46050,38.76489,2.32,1.94,11.88,22.58,leda,,,1,,NGC3158
ngc3162,NGC 3162 · NGC 3575,NGC 3162,,ngc3575|pgc29800|ugc5510,,galaxy,Spiral galaxy,G,Leo,153.38163,22.73756,2.09,1.69,11.72,21.88,leda,,,1,,NGC3162
