id,designation,short,names,aliases,tags,type,type_label,code,constellation,ra_deg,dec_deg,major_arcmin,minor_arcmin,v_mag,sb,sb_basis,messier,caldwell,plannable,why_not,source
ngc7009,NGC 7009 · C 55,NGC 7009,Saturn Nebula,c55,,planetary-nebula,Planetary nebula,PN,Aquarius,316.04496,-11.36325,0.70,0.52,8.00,15.53,derived,,55,1,,NGC7009
ngc7013,NGC 7013,NGC 7013,,pgc66003|ugc11670,,galaxy,Spiral galaxy,G,Cygnus,315.88992,29.89747,4.16,1.33,11.30,22.74,leda,,,1,,NGC7013
ngc7020,NGC 7020 · NGC 7021,NGC 7020,,ngc7021|eso107-13|pgc66291,,galaxy,Lenticular galaxy,G,Pavo,317.83371,-64.02533,4.10,1.67,11.74,23.47,leda,,,1,,NGC7020
ngc7023,NGC 7023 · C 4,NGC 7023,Iris Nebula,c4|lbn487,,reflection-nebula,Reflection nebula,RfN,Cepheus,315.39842,68.16956,10.00,8.00,,22.50,typical,,4,1,,NGC7023
ngc7026,NGC 7026,NGC 7026,,,,planetary-nebula,Planetary nebula,PN,Cygnus,316.57700,47.85219,0.33,,10.90,17.12,derived,,,1,,NGC7026
ngc7029,NGC 7029,NGC 7029,,eso235-72|pgc66318,,galaxy,Elliptical galaxy,G,Indus,317.96688,-49.28372,2.75,1.57,11.67,22.69,leda,,,1,,NGC7029
ngc7039,NGC 7039,NGC 7039,,mwsc3474,,open-cluster,Open cluster,OCl,Cygnus,317.69917,45.62181,7.80,,7.60,20.69,derived,,,1,,NGC7039
ngc7041,NGC 7041,NGC 7041,,eso235-82|pgc66463,,galaxy,Elliptical galaxy,G,Indus,319.13492,-48.36356,3.46,1.47,11.30,22.68,leda,,,1,,NGC7041
ngc7048,NGC 7048,NGC 7048,,,,planetary-nebula,Planetary nebula,PN,Cygnus,318.56333,46.28861,1.02,,12.10,20.77,derived,,,1,,NGC7048
ngc7049,NGC 7049,NGC 7049,,eso236-1|pgc66549,,galaxy,Lenticular galaxy,G,Indus,319.75125,-48.56217,3.94,2.69,10.55,22.26,leda,,,1,,NGC7049
ngc7062,NGC 7062,NGC 7062,,mwsc3505,,open-cluster,Open cluster,OCl,Cygnus,320.86450,46.37853,3.60,,8.30,19.71,derived,,,1,,NGC7062
ngc7063,NGC 7063,NGC 7063,,mwsc3507,,open-cluster,Open cluster,OCl,Cygnus,321.09042,36.48750,6.30,,7.00,19.63,derived,,,1,,NGC7063
ngc7079,NGC 7079,NGC 7079,,eso287-36|pgc66934,,galaxy,Lenticular galaxy,G,Grus,323.14688,-44.06756,2.30,1.44,11.65,22.18,leda,,,1,,NGC7079
ngc7082,NGC 7082,NGC 7082,,mwsc3517,,open-cluster,Open cluster,OCl,Cygnus,322.32392,47.12628,9.00,,7.20,20.60,derived,,,1,,NGC7082
ngc7083,NGC 7083,NGC 7083,,eso107-36|pgc67023,,galaxy,Spiral galaxy,G,Indus,323.93621,-63.90283,3.56,1.98,11.24,22.28,leda,,,1,,NGC7083
ngc7086,NGC 7086,NGC 7086,,mwsc3520,,open-cluster,Open cluster,OCl,Cygnus,322.61479,51.60053,4.80,,8.40,20.43,derived,,,1,,NGC7086
ngc7090,NGC 7090,NGC 7090,,eso188-12|pgc67045,,galaxy,Spiral galaxy,G,Indus,324.12025,-54.55733,8.15,1.63,10.87,22.88,leda,,,1,,NGC7090
ngc7095,NGC 7095,NGC 7095,,eso27-1|pgc67546,,galaxy,Spiral galaxy,G,Octans,328.11017,-81.53083,2.71,2.21,11.92,22.76,leda,,,1,,NGC7095
ngc7096,NGC 7096 · IC 5121,NGC 7096,,ic5121|eso107-46|pgc67168,,galaxy,Spiral galaxy,G,Indus,325.33033,-63.90869,2.10,1.98,11.97,22.29,leda,,,1,,NGC7096
ngc7140,NGC 7140 · NGC 7141,NGC 7140,,ngc7141|eso189-7|pgc67532,,galaxy,Spiral galaxy,G,Indus,328.06379,-55.56967,3.04,2.07,11.68,22.53,leda,,,1,,NGC7140
ngc7144,NGC 7144,NGC 7144,,eso237-11|pgc67557,,galaxy,Elliptical galaxy,G,Grus,328.17679,-48.25375,3.41,3.20,11.00,22.53,leda,,,1,,NGC7144
ngc7145,NGC 7145,NGC 7145,,eso237-13|pgc67583,,galaxy,Elliptical galaxy,G,Grus,328.33433,-47.88244,2.95,0.76,11.12,22.24,leda,,,1,,NGC7145
ngc7160,NGC 7160,NGC 7160,,mwsc3572,,open-cluster,Open cluster,OCl,Cepheus,328.41779,62.60331,4.20,,6.10,17.84,derived,,,1,,NGC7160
ngc7168,NGC 7168,NGC 7168,,eso237-26|pgc67882,,galaxy,Elliptical galaxy,G,Indus,330.53083,-51.74308,2.23,1.64,11.90,22.50,leda,,,1,,NGC7168
ngc7177,NGC 7177,NGC 7177,,pgc67823|ugc11872,,galaxy,Spiral galaxy,G,Pegasus,330.17183,17.73806,2.85,1.93,11.13,21.88,leda,,,1,,NGC7177
ngc7184,NGC 7184,NGC 7184,,eso601-9|pgc67904|ugca425,,galaxy,Spiral galaxy,G,Aquarius,330.66592,-20.81283,5.98,1.26,11.00,22.43,leda,,,1,,NGC7184
ngc7192,NGC 7192,NGC 7192,,eso108-12|pgc68057,,galaxy,Elliptical galaxy,G,Indus,331.70900,-64.31625,2.42,2.31,11.28,22.08,leda,,,1,,NGC7192
ngc7205,NGC 7205,NGC 7205,,eso146-9|pgc68128,,galaxy,Spiral galaxy,G,Tucana,332.14288,-57.44258,3.70,1.71,10.97,21.96,leda,,,1,,NGC7205
ngc7209,NGC 7209,NGC 7209,,mwsc3585,,open-cluster,Open cluster,OCl,Lacerta,331.28267,46.48353,6.00,,7.70,20.22,derived,,,1,,NGC7209
ngc7213,NGC 7213,NGC 7213,,eso288-43|pgc68165,,galaxy,Spiral galaxy,G,Grus,332.31796,-47.16661,4.84,3.89,10.24,22.30,leda,,,1,,NGC7213
ngc7217,NGC 7217,NGC 7217,,pgc68096|ugc11914,,galaxy,Spiral galaxy,G,Pegasus,331.96829,31.35933,4.52,3.84,10.47,22.37,leda,,,1,,NGC7217
ngc7218,NGC 7218,NGC 7218,,pgc68199,,galaxy,Spiral galaxy,G,Aquarius,332.54879,-16.66100,2.55,1.07,11.91,21.96,leda,,,1,,NGC7218
ngc7232,NGC 7232,NGC 7232,,eso289-7|pgc68431,,galaxy,Lenticular galaxy,G,Grus,333.90833,-45.85008,2.86,1.04,11.89,22.58,leda,,,1,,NGC7232
ngc7243,NGC 7243 · C 16,NGC 7243,,c16|mwsc3602,,open-cluster,Open cluster,OCl,Lacerta,333.78575,49.89750,15.00,,6.40,20.91,derived,,16,1,,NGC7243
ngc7261,NGC 7261,NGC 7261,,mwsc3617,,open-cluster,Open cluster,OCl,Cepheus,335.02662,58.05183,6.90,,8.40,21.22,derived,,,1,,NGC7261
ngc7293,NGC 7293 · C 63,NGC 7293,Helix Nebula,c63|eso602-22,,planetary-nebula,Planetary nebula,PN,Aquarius,337.41071,-20.83733,16.33,,7.30,21.99,derived,,63,1,,NGC7293
ngc7314,NGC 7314,NGC 7314,,eso533-53|pgc69253,,galaxy,Spiral galaxy,G,Piscis Austrinus,338.94246,-26.05047,4.21,1.71,11.22,22.39,leda,,,1,,NGC7314
ngc7329,NGC 7329,NGC 7329,,eso109-12|pgc69453,,galaxy,Spiral galaxy,G,Tucana,340.10092,-66.47897,3.12,2.37,11.70,22.69,leda,,,1,,NGC7329
ngc7331,NGC 7331 · C 30,NGC 7331,,c30|pgc69327|ugc12113,Deer Lick Group,galaxy,Spiral galaxy,G,Pegasus,339.26671,34.41553,9.27,3.76,9.41,22.29,leda,,30,1,,NGC7331
ngc7332,NGC 7332,NGC 7332,,pgc69342|ugc12115,,galaxy,Lenticular galaxy,G,Pegasus,339.35225,23.79833,2.95,0.71,11.05,22.05,leda,,,1,,NGC7332
ngc7354,NGC 7354,NGC 7354,,,,planetary-nebula,Planetary nebula,PN,Cepheus,340.08171,61.28483,0.38,,12.20,18.73,derived,,,1,,NGC7354
ngc7377,NGC 7377,NGC 7377,,eso534-26|pgc69733,,galaxy,Lenticular galaxy,G,Aquarius,341.94792,-22.31211,3.92,3.13,11.19,22.87,leda,,,1,,NGC7377
ngc7380,NGC 7380 · Sh2-142,NGC 7380,Wizard Nebula,lbn511|mwsc3659|sh2-142,,cluster-nebula,Cluster with nebula,Cl+N,Cepheus,341.83754,58.13242,25.00,20.00,,22.50,typical,,,1,,NGC7380
ngc7392,NGC 7392,NGC 7392,,eso603-22|pgc69887,,galaxy,Spiral galaxy,G,Aquarius,342.95308,-20.60808,2.24,1.19,11.84,21.84,leda,,,1,,NGC7392
ngc7410,NGC 7410,NGC 7410,,eso346-12|pgc69994,,galaxy,Spiral galaxy,G,Grus,343.75396,-39.66133,6.01,1.77,10.49,22.61,leda,,,1,,NGC7410
ngc7412,NGC 7412,NGC 7412,,eso290-24|pgc70027,,galaxy,Spiral galaxy,G,Grus,343.94063,-42.64203,3.79,2.79,11.33,22.74,leda,,,1,,NGC7412
ngc7418,NGC 7418,NGC 7418,,eso406-25|pgc70069,,galaxy,Spiral galaxy,G,Grus,344.15067,-37.03008,3.66,2.83,11.04,22.38,leda,,,1,,NGC7418
ngc7421,NGC 7421,NGC 7421,,eso346-17|pgc70083,,galaxy,Spiral galaxy,G,Grus,344.22638,-37.34725,2.38,1.95,11.99,22.46,leda,,,1,,NGC7421
ngc7424,NGC 7424,NGC 7424,,eso346-19|pgc70096,,galaxy,Spiral galaxy,G,Grus,344.32654,-41.07058,5.01,2.69,10.18,21.89,leda,,,1,,NGC7424
ngc7448,NGC 7448,NGC 7448,,pgc70213|ugc12294,,galaxy,Spiral galaxy,G,Pegasus,345.01496,15.98033,2.07,0.81,11.69,21.25,leda,,,1,,NGC7448
ngc7456,NGC 7456,NGC 7456,,eso346-26|pgc70304,,galaxy,Spiral galaxy,G,Grus,345.54342,-39.56939,5.15,1.76,11.88,23.22,leda,,,1,,NGC7456
ngc7457,NGC 7457,NGC 7457,,pgc70258|ugc12306,,galaxy,Elliptical galaxy,G,Pegasus,345.24971,30.14494,3.95,2.25,10.98,22.68,leda,,,1,,NGC7457
ngc7462,NGC 7462,NGC 7462,,eso346-28|pgc70324,,galaxy,Spiral galaxy,G,Grus,345.69371,-40.83525,4.99,0.84,11.63,22.63,leda,,,1,,NGC7462
ngc7479,NGC 7479 · C 44,NGC 7479,,c44|pgc70419|ugc12343,,galaxy,Spiral galaxy,G,Pegasus,346.23604,12.32289,3.65,2.72,11.09,22.40,leda,,44,1,,NGC7479
ngc7492,NGC 7492,NGC 7492,,mwsc3705,,globular-cluster,Globular cluster,GCl,Aquarius,347.11117,-15.61147,3.00,,10.48,21.49,derived,,,1,,NGC7492
ngc7496,NGC 7496,NGC 7496,,eso291-1|pgc70588,,galaxy,Spiral galaxy,G,Grus,347.44704,-43.42794,3.40,2.17,11.14,22.21,leda,,,1,,NGC7496
ngc7507,NGC 7507,NGC 7507,,eso469-19|pgc70676,,galaxy,Elliptical galaxy,G,Sculptor,348.03162,-28.53961,3.33,3.20,10.42,21.92,leda,,,1,,NGC7507
ngc7510,NGC 7510,NGC 7510,,mwsc3706,,open-cluster,Open cluster,OCl,Cepheus,347.76575,60.57089,3.90,,7.90,19.48,derived,,,1,,NGC7510
ngc7513,NGC 7513,NGC 7513,,eso469-22|pgc70714|ugca437,,galaxy,Spiral galaxy,G,Sculptor,348.30846,-28.35750,3.19,1.92,11.80,22.68,leda,,,1,,NGC7513
ngc7531,NGC 7531,NGC 7531,,eso291-10|pgc70800,,galaxy,Spiral galaxy,G,Grus,348.70208,-43.59994,4.11,1.72,11.25,22.37,leda,,,1,,NGC7531
ngc7538,NGC 7538 · Sh2-158,NGC 7538,,lbn542|mwsc3707|sh2-158,,cluster-nebula,Cluster with nebula,Cl+N,Cepheus,348.41096,61.51239,8.00,7.00,,22.50,typical,,,1,,NGC7538
ngc7541,NGC 7541 · NGC 7581,NGC 7541,,ngc7581|pgc70795|ugc12447,,galaxy,Spiral galaxy,G,Pisces,348.68288,4.53436,3.03,1.00,11.76,22.03,leda,,,1,,NGC7541
ngc7552,NGC 7552 · IC 5294,NGC 7552,,ic5294|eso291-12|pgc70884,,galaxy,Spiral galaxy,G,Grus,349.04483,-42.58475,3.88,3.58,10.44,22.07,leda,,,1,,NGC7552
ngc7562,NGC 7562,NGC 7562,,pgc70874|ugc12464,,galaxy,Elliptical galaxy,G,Pisces,348.98958,6.68753,2.18,1.59,11.55,22.09,leda,,,1,,NGC7562
ngc7582,NGC 7582,NGC 7582,,eso291-16|pgc71001,,galaxy,Spiral galaxy,G,Grus,349.59792,-42.37056,6.95,3.18,11.03,23.50,leda,,,1,,NGC7582
ngc7585,NGC 7585,NGC 7585,,pgc70986,,galaxy,Lenticular galaxy,G,Aquarius,349.50558,-4.65031,2.55,1.92,11.52,22.27,leda,,,1,,NGC7585
ngc7590,NGC 7590,NGC 7590,,eso347-33|pgc71031,,galaxy,Spiral galaxy,G,Grus,349.72838,-42.23906,3.03,1.23,11.52,21.96,leda,,,1,,NGC7590
ngc7599,NGC 7599 · IC 5308,NGC 7599,,ic5308|eso347-34|pgc71066,,galaxy,Spiral galaxy,G,Grus,349.83808,-42.25683,4.81,1.58,11.35,22.59,leda,,,1,,NGC7599
ngc7600,NGC 7600,NGC 7600,,pgc71029,,galaxy,Elliptical galaxy,G,Aquarius,349.72442,-7.58044,2.09,0.99,11.95,22.24,leda,,,1,,NGC7600
ngc7606,NGC 7606,NGC 7606,,pgc71047,,galaxy,Spiral galaxy,G,Aquarius,349.76992,-8.48508,5.26,4.47,11.00,23.22,leda,,,1,,NGC7606
ngc7619,NGC 7619,NGC 7619,,pgc71121|ugc12523,,galaxy,Elliptical galaxy,G,Pegasus,350.06054,8.20625,2.53,1.97,11.06,21.94,leda,,,1,,NGC7619
ngc7626,NGC 7626,NGC 7626,,pgc71140|ugc12531,,galaxy,Elliptical galaxy,G,Pegasus,350.17729,8.21697,2.50,2.10,11.12,21.98,leda,,,1,,NGC7626
ngc7635,NGC 7635 · C 11 · Sh2-162,NGC 7635,Bubble Nebula,c11|lbn548|sh2-162,,emission-nebula,HII region,HII,Cassiopeia,350.19000,61.21236,15.00,8.00,,22.50,typical,,11,1,,NGC7635
ngc7640,NGC 7640,NGC 7640,,pgc71220|ugc12554,,galaxy,Spiral galaxy,G,Andromeda,350.52742,40.84542,8.09,1.67,11.01,23.01,leda,,,1,,NGC7640
ngc7662,NGC 7662 · C 22,NGC 7662,Blue Snowball Nebula|Copeland's Blue Snowball,c22,,planetary-nebula,Planetary nebula,PN,Andromeda,351.47458,42.53494,0.28,,8.30,14.16,derived,,22,1,,NGC7662
ngc7686,NGC 7686,NGC 7686,,mwsc3734,,open-cluster,Open cluster,OCl,Andromeda,352.53075,49.13411,3.60,,5.60,17.01,derived,,,1,,NGC7686
ngc7689,NGC 7689,NGC 7689,,eso192-7|pgc71729,,galaxy,Spiral galaxy,G,Phoenix,353.31971,-54.09447,3.10,1.97,11.56,22.38,leda,,,1,,NGC7689
ngc7713,NGC 7713,NGC 7713,,eso347-28|pgc71866,,galaxy,Spiral galaxy,G,Sculptor,354.06246,-37.93808,4.91,2.13,11.18,22.66,leda,,,1,,NGC7713
ngc7721,NGC 7721,NGC 7721,,pgc72001,,galaxy,Spiral galaxy,G,Aquarius,354.70271,-6.51786,3.08,0.77,11.68,21.77,leda,,,1,,NGC7721
ngc7723,NGC 7723,NGC 7723,,pgc72009,,galaxy,Spiral galaxy,G,Aquarius,354.73783,-12.96108,3.29,2.32,11.21,22.27,leda,,,1,,NGC7723
ngc7727,NGC 7727,NGC 7727,,pgc72060,,galaxy,Spiral galaxy,G,Aquarius,354.97383,-12.29278,3.61,2.75,10.64,22.04,leda,,,1,,NGC7727
ngc7741,NGC 7741,NGC 7741,,pgc72237|ugc12754,,galaxy,Spiral galaxy,G,Pegasus,355.97654,26.07561,3.63,2.38,11.27,22.45,leda,,,1,,NGC7741
ngc7743,NGC 7743,NGC 7743,,pgc72263|ugc12759,,galaxy,Lenticular galaxy,G,Pegasus,356.08808,9.93408,2.61,2.18,11.50,22.32,leda,,,1,,NGC7743
ngc7744,NGC 7744 · IC 5348,NGC 7744,,ic5348|eso292-17|pgc72300,,galaxy,Elliptical galaxy,G,Phoenix,356.24683,-42.91092,2.48,2.11,11.85,22.57,leda,,,1,,NGC7744
ngc7755,NGC 7755,NGC 7755,,eso471-20|pgc72444|ugca443,,galaxy,Spiral galaxy,G,Sculptor,356.96567,-30.52203,3.70,2.27,11.68,22.85,leda,,,1,,NGC7755
ngc7789,NGC 7789,NGC 7789,Caroline's Rose Cluster,mwsc3779,,open-cluster,Open cluster,OCl,Cassiopeia,359.35025,56.70828,14.40,,6.70,21.12,derived,,,1,,NGC7789
ngc7790,NGC 7790,NGC 7790,,mwsc3781,,open-cluster,Open cluster,OCl,Cassiopeia,359.60108,61.20831,3.60,,8.50,19.91,derived,,,1,,NGC7790
ngc7793,NGC 7793,NGC 7793,,eso349-12|pgc73049,,galaxy,Spiral galaxy,G,Sculptor,359.45763,-32.59103,10.42,6.05,9.29,22.64,leda,,,1,,NGC7793
ngc7796,NGC 7796,NGC 7796,,eso149-7|pgc73126,,galaxy,Elliptical galaxy,G,Phoenix,359.74904,-55.45831,2.73,2.38,11.47,22.52,leda,,,1,,NGC7796
ngc7814,NGC 7814 · C 43,NGC 7814,,c43|pgc218|ugc8,,galaxy,Spiral galaxy,G,Pegasus,0.81204,16.14542,4.37,1.88,10.60,22.04,leda,,43,1,,NGC7814
ngc7822,NGC 7822 · Sh2-171,NGC 7822,,lbn589|sh2-171,,emission-nebula,HII region,HII,Cepheus,0.89729,67.16164,100.00,100.00,,22.50,typical,,,1,,NGC7822
ic10,IC 10,IC 10,,pgc1305|ugc192,,galaxy,Irregular galaxy,G,Cassiopeia,5.07225,59.30378,6.76,6.03,11.33,24.08,leda,,,1,,IC0010
ic59,IC 59,IC 59,,lbn620,,reflection-nebula,Reflection nebula,RfN,Cassiopeia,14.36921,61.14367,10.00,5.00,,22.50,typical,,,1,,IC0059
ic63,IC 63,IC 63,Ghost of Cassiopeia,lbn622,,emission-nebula,HII region,HII,Cassiopeia,14.87017,60.91169,10.00,3.00,,22.50,typical,,,1,,IC0063
ic239,IC 239,IC 239,,pgc9899|ugc2080,,galaxy,Spiral galaxy,G,Andromeda,39.11617,38.96992,4.25,4.01,11.20,23.03,leda,,,1,,IC0239
ic284,IC 284,IC 284,,pgc11643|ugc2531,,galaxy,Spiral galaxy,G,Perseus,46.54129,42.37192,4.29,2.15,11.59,22.89,leda,,,1,,IC0284
ic334,IC 334,IC 334,,pgc13759|ugc2824,,galaxy,Galaxy,G,Camelopardalis,56.32117,76.63831,2.34,1.85,11.50,21.94,leda,,,1,,IC0334
ic341,IC 341,IC 341,,,,emission-nebula,Nebula,Neb,Taurus,55.23204,21.96019,134.90,,,22.50,typical,,,1,,IC0341
ic342,IC 342 · C 5,IC 342,Hidden Galaxy,c5|pgc13826|ugc2847,,galaxy,Spiral galaxy,G,Camelopardalis,56.70208,68.09636,19.77,18.79,9.11,24.28,leda,,5,1,,IC0342
ic348,IC 348 · IC 1985,IC 348,Omicron Persei Cloud,ic1985|lbn758|mwsc301,,cluster-nebula,Cluster with nebula,Cl+N,Perseus,56.14246,32.16283,10.00,10.00,,22.50,typical,,,1,,IC0348
ic349,IC 349,IC 349,Barnard's Merope Nebula,,,reflection-nebula,Reflection nebula,RfN,Taurus,56.58379,23.93981,25.70,,,22.50,typical,,,1,,IC0349
ic353,IC 353,IC 353,,,,emission-nebula,Nebula,Neb,Taurus,58.25446,25.84800,181.97,30.20,,22.50,typical,,,1,,IC0353
ic354,IC 354,IC 354,,,,emission-nebula,Nebula,Neb,Taurus,58.49129,23.14700,128.82,,,22.50,typical,,,1,,IC0354
ic356,IC 356,IC 356,,pgc14508|ugc2953,,galaxy,Spiral galaxy,G,Camelopardalis,61.94546,69.81244,4.02,3.73,10.81,22.52,leda,,,1,,IC0356
ic359a,IC 359A,IC 359A,,lbn782,,reflection-nebula,Reflection nebula,RfN,Taurus,64.67083,28.29000,15.00,10.00,,22.50,typical,,,1,,IC0359A
ic360,IC 360,IC 360,,lbn786,,emission-nebula,Nebula,Neb,Taurus,62.26071,26.13119,180.00,100.00,,22.50,typical,,,1,,IC0360
ic405,IC 405 · C 31 · Sh2-229,IC 405,Flaming Star Nebula,c31|lbn795|sh2-229,,emission-nebula,Nebula,Neb,Auriga,79.12283,34.35617,50.00,30.00,,22.50,typical,,31,1,,IC0405
ic410,IC 410 · Sh2-236,IC 410,Tadpoles Nebula,lbn807|sh2-236,,emission-nebula,Nebula,Neb,Auriga,80.67500,33.36667,40.00,30.00,,22.50,typical,,,1,,IC0410
ic417,IC 417 · Sh2-234,IC 417,,lbn804|sh2-234,,emission-nebula,HII region,HII,Auriga,82.02500,34.42394,13.00,10.00,,22.50,typical,,,1,,IC0417
ic418,IC 418,IC 418,Spirograph Nebula,,,planetary-nebula,Planetary nebula,PN,Lepus,81.86746,-12.69728,0.20,,9.44,14.57,derived,,,1,,IC0418
ic420,IC 420,IC 420,,,,emission-nebula,Nebula,Neb,Orion,83.03958,-4.50475,6.03,,,22.50,typical,,,1,,IC0420
ic423,IC 423,IC 423,,lbn913,,emission-nebula,Nebula,Neb,Orion,83.34171,-0.61450,6.00,3.50,,22.50,typical,,,1,,IC0423
ic426,IC 426,IC 426,,lbn921,,emission-nebula,Nebula,Neb,Orion,84.13075,-0.29831,10.00,3.00,,22.50,typical,,,1,,IC0426
ic430,IC 430,IC 430,,,,emission-nebula,Nebula,Neb,Orion,84.64987,-7.08311,10.96,,,22.50,typical,,,1,,IC0430
ic431,IC 431,IC 431,,lbn944,,reflection-nebula,Reflection nebula,RfN,Orion,85.05846,-1.46281,8.00,5.00,,22.50,typical,,,1,,IC0431
ic432,IC 432,IC 432,,lbn946,,reflection-nebula,Reflection nebula,RfN,Orion,85.23325,-1.50700,10.00,10.00,,22.50,typical,,,1,,IC0432
ic434,IC 434,IC 434,Horsehead Nebula,lbn953|b33,,emission-nebula,HII region,HII,Orion,85.25367,-2.45378,90.00,30.00,,22.50,typical,,,1,,IC0434
ic435,IC 435,IC 435,,,,reflection-nebula,Reflection nebula,RfN,Orion,85.75238,-2.31261,3.98,3.02,,22.50,typical,,,1,,IC0435
ic443,IC 443 · Sh2-248,IC 443,Jellyfish Nebula,lbn844|sh2-248,,supernova-remnant,Supernova remnant,SNR,Gemini,94.15588,22.53167,50.00,40.00,,23.00,typical,,,1,,IC0443
ic444,IC 444,IC 444,,lbn840,,reflection-nebula,Reflection nebula,RfN,Gemini,94.64167,23.31333,8.00,4.00,,22.50,typical,,,1,,IC0444
ic446,IC 446 · IC 2167,IC 446,,ic2167|lbn898|mwsc890,,cluster-nebula,Cluster with nebula,Cl+N,Monoceros,97.77575,10.45928,5.00,4.00,,22.50,typical,,,1,,IC0446
ic447,IC 447 · IC 2169,IC 447,,ic2169|lbn903,,reflection-nebula,Reflection nebula,RfN,Monoceros,97.75133,9.89744,25.00,20.00,,22.50,typical,,,1,,IC0447
ic448,IC 448,IC 448,,lbn931,,emission-nebula,HII region,HII,Monoceros,98.18892,7.38864,15.00,10.00,,22.50,typical,,,1,,IC0448
ic520,IC 520,IC 520,,pgc24970|ugc4630,,galaxy,Spiral galaxy,G,Camelopardalis,133.42608,73.49094,2.10,1.63,11.83,22.03,leda,,,1,,IC0520
ic750,IC 750,IC 750,,pgc37719|ugc6973,,galaxy,Spiral galaxy,G,Ursa Major,179.71750,42.72247,2.11,1.02,11.82,21.73,leda,,,1,,IC0750
ic983,IC 983,IC 983,,pgc50577|ugc9061,,galaxy,Spiral galaxy,G,Boötes,212.51821,17.73383,2.32,2.01,11.96,22.41,leda,,,1,,IC0983
ic1029,IC 1029,IC 1029,,pgc51955|ugc9361,,galaxy,Spiral galaxy,G,Boötes,218.11358,49.90461,2.78,0.45,11.29,21.10,leda,,,1,,IC1029
ic1274,IC 1274,IC 1274,,lbn33,,emission-nebula,HII region,HII,Sagittarius,272.46263,-23.64822,20.00,5.00,,22.50,typical,,,1,,IC1274
ic1283,IC 1283,IC 1283,,lbn47,,emission-nebula,HII region,HII,Sagittarius,274.32021,-19.76222,15.00,15.00,,22.50,typical,,,1,,IC1283
ic1284,IC 1284 · Sh2-37,IC 1284,,sh2-37,,emission-nebula,Nebula,Neb,Sagittarius,274.41512,-19.67203,16.98,15.14,,22.50,typical,,,1,,IC1284
ic1287,IC 1287,IC 1287,,lbn75,,reflection-nebula,Reflection nebula,RfN,Scutum,277.85704,-10.79581,20.00,10.00,,22.50,typical,,,1,,IC1287
ic1295,IC 1295,IC 1295,,,,planetary-nebula,Planetary nebula,PN,Scutum,283.65471,-8.82703,1.50,,12.50,22.01,derived,,,1,,IC1295
ic1310,IC 1310,IC 1310,,lbn181|mwsc3273,,cluster-nebula,Cluster with nebula,Cl+N,Cygnus,302.50408,34.96889,15.00,3.00,,22.50,typical,,,1,,IC1310
ic1340,IC 1340,IC 1340,,,,supernova-remnant,Supernova remnant,SNR,Cygnus,314.03438,31.04786,25.12,19.95,,23.00,typical,,,1,,IC1340
ic1396,IC 1396 · Sh2-131,IC 1396,Elephant's Trunk Nebula,lbn451|lbn452|mwsc3539|sh2-131,,cluster-nebula,Cluster with nebula,Cl+N,Cepheus,324.74008,57.48906,170.00,140.00,,22.50,typical,,,1,,IC1396
ic1438,IC 1438,IC 1438,,eso602-1|pgc68469,,galaxy,Spiral galaxy,G,Aquarius,334.12121,-21.43069,2.33,2.16,12.00,22.53,leda,,,1,,IC1438
ic1459,IC 1459 · IC 5265,IC 1459,,ic5265|eso406-30|pgc70090,,galaxy,Elliptical galaxy,G,Grus,344.29421,-36.46222,4.61,3.23,10.54,22.72,leda,,,1,,IC1459
ic1590,IC 1590,IC 1590,,mwsc85,,cluster-nebula,Cluster with nebula,Cl+N,Cassiopeia,13.20917,56.64303,6.30,,,22.50,typical,,,1,,IC1590
ic1613,IC 1613 · C 51,IC 1613,,c51|pgc3844|ugc668,,galaxy,Irregular galaxy,G,Cetus,16.19912,2.11778,18.32,17.14,9.54,24.53,leda,,51,1,,IC1613
ic1633,IC 1633,IC 1633,,eso243-46|pgc4149,,galaxy,Elliptical galaxy,G,Phoenix,17.48158,-45.93119,2.90,2.16,11.39,22.57,leda,,,1,,IC1633
ic1727,IC 1727,IC 1727,,pgc6574|ugc1249,,galaxy,Irregular galaxy,G,Triangulum,26.87454,27.33336,6.52,2.44,11.57,23.51,leda,,,1,,IC1727
ic1795,IC 1795,IC 1795,Fish Head Nebula,lbn645,,emission-nebula,HII region,HII,Cassiopeia,36.63317,62.04164,12.00,12.00,,22.50,typical,,,1,,IC1795
ic1805,IC 1805 · Sh2-190,IC 1805,Heart Nebula,lbn654|mwsc209|sh2-190,,cluster-nebula,Cluster with nebula,Cl+N,Cassiopeia,38.17296,61.45689,150.00,150.00,,22.50,typical,,,1,,IC1805
ic1831,IC 1831,IC 1831,,,,emission-nebula,Nebula,Neb,Cassiopeia,40.98500,62.41164,120.23,,,22.50,typical,,,1,,IC1831
ic1848,IC 1848 · Sh2-199,IC 1848,Soul Nebula|Westerhout 5,lbn667|mwsc236|sh2-199,,cluster-nebula,Cluster with nebula,Cl+N,Cassiopeia,42.79413,60.40247,150.00,75.00,,22.50,typical,,,1,,IC1848
ic1871,IC 1871,IC 1871,,lbn675,,emission-nebula,HII region,HII,Cassiopeia,44.34079,60.67236,4.00,4.00,,22.50,typical,,,1,,IC1871
ic1953,IC 1953,IC 1953,,eso548-38|pgc13184|ugca78,,galaxy,Spiral galaxy,G,Eridanus,53.42446,-21.47864,2.26,1.19,11.96,21.93,leda,,,1,,IC1953
